# Sigma = 0.301845
       -5.5567298562        0.0000000000
       -5.3756228258        0.0000000000
       -5.1945157953        0.0000000000
       -5.0134087649        0.0000000000
       -4.8323017344        0.0000000000
       -4.6511947040        0.0000000000
       -4.4700876735        0.0000000000
       -4.2889806430        0.0000000008
       -4.1078736126        0.0000000244
       -3.9267665821        0.0000005082
       -3.7456595517        0.0000075108
       -3.5645525212        0.0000791486
       -3.3834454908        0.0005977194
       -3.2023384603        0.0032582055
       -3.0212314299        0.0129586039
       -2.8401243994        0.0382456890
       -2.6590173690        0.0860718832
       -2.4779103385        0.1540572800
       -2.2968033081        0.2321887731
       -2.1156962776        0.3130208361
       -1.9345892471        0.3961641460
       -1.7534822167        0.4901526915
       -1.5723751862        0.6169173617
       -1.3912681558        0.7989154552
       -1.2101611253        1.0300553809
       -1.0290540949        1.2638415239
       -0.8479470644        1.4241797325
       -0.6668400340        1.4377169130
       -0.4857330035        1.2920030312
       -0.3046259731        1.0785189683
       -0.1235189426        0.9809474537
        0.0575880878        1.2081469990
        0.2386951183        1.9203687315
        0.4198021488        3.2308546817
        0.6009091792        5.2323225000
        0.7820162097        7.9073043290
        0.9631232401       11.0016844057
        1.1442302706       14.0544695988
        1.3253373010       16.5505004166
        1.5064443315       18.1074410001
        1.6875513619       18.6706419171
        1.8686583924       18.5592192229
        2.0497654228       18.2705585776
        2.2308724533       18.1854632959
        2.4119794838       18.4080195565
        2.5930865142       18.8366579587
        2.7741935447       19.2981111122
        2.9553005751       19.6657820758
        3.1364076056       20.0164320939
        3.3175146360       20.5818381931
        3.4986216665       21.3927042341
        3.6797286969       22.1497403678
        3.8608357274       22.5344214620
        4.0419427578       22.4363017469
        4.2230497883       21.9289069398
        4.4041568187       21.2008367242
        4.5852638492       20.4120240061
        4.7663708797       19.5889579183
        4.9474779101       18.7775731805
        5.1285849406       18.2341979309
        5.3096919710       18.2358950392
        5.4907990015       18.5987774575
        5.6719060319       18.6963272908
        5.8530130624       18.2526344482
        6.0341200928       17.7447624241
        6.2152271233       17.7683957274
        6.3963341537       18.4021329542
        6.5774411842       19.1996060510
        6.7585482146       19.5327519772
        6.9396552451       19.1654863164
        7.1207622756       18.4884215383
        7.3018693060       17.9203373085
        7.4829763365       17.3846330849
        7.6640833669       16.5812039445
        7.8451903974       15.4131447309
        8.0262974278       14.0425271402
        8.2074044583       12.7062500343
        8.3885114887       11.4966226118
        8.5696185192       10.3263081178
        8.7507255496        9.2227084485
        8.9318325801        8.6538715488
        9.1129396105        9.3254376556
        9.2940466410       11.5045748887
        9.4751536715       14.6076619496
        9.6562607019       17.4390674625
        9.8373677324       18.8295308524
       10.0184747628       18.3596132501
       10.1995817933       16.7170828572
       10.3806888237       15.1664955482
       10.5617958542       14.5730662819
       10.7429028846       15.0666826889
       10.9240099151       16.3474999528
       11.1051169455       17.8349531663
       11.2862239760       18.8141330583
       11.4673310064       19.0461549879
       11.6484380369       19.0617987767
       11.8295450674       19.5298943591
       12.0106520978       20.5490557310
       12.1917591283       21.5074672450
       12.3728661587       21.3644726736
       12.5539731892       19.3483022626
       12.7350802196       15.8016300537
       12.9161872501       12.1230737557
       13.0972942805        9.4786047561
       13.2784013110        7.8528542443
       13.4595083414        6.5567299962
       13.6406153719        5.1278051230
       13.8217224023        3.5516647433
       14.0028294328        2.0723696841
       14.1839364633        0.9702323556
