# Sigma = 0.577670
      -38.3650797542        0.0000000000
      -38.0184778574        0.0000000000
      -37.6718759605        0.0000000000
      -37.3252740637        0.0000000000
      -36.9786721668        0.0000000000
      -36.6320702700        0.0000000000
      -36.2854683731        0.0000000000
      -35.9388664763        0.0000000016
      -35.5922645794        0.0000000506
      -35.2456626826        0.0000011128
      -34.8990607857        0.0000174532
      -34.5524588889        0.0001965933
      -34.2058569920        0.0016075880
      -33.8592550952        0.0096891879
      -33.5126531983        0.0439151026
      -33.1660513015        0.1532561389
      -32.8194494046        0.4217005576
      -32.4728475077        0.9335607937
      -32.1262456109        1.6914076300
      -31.7796437140        2.5576461389
      -31.4330418172        3.3174996601
      -31.0864399203        3.8052281448
      -30.7398380235        3.9183650799
      -30.3932361266        3.5583719703
      -30.0466342298        2.7245813624
      -29.7000323329        1.6819561895
      -29.3534304361        0.8542099244
      -29.0068285392        0.5361518102
      -28.6602266424        0.8242591130
      -28.3136247455        1.6864693252
      -27.9670228487        2.9014309161
      -27.6204209518        4.0474684408
      -27.2738190550        4.7751221809
      -26.9272171581        5.0922245361
      -26.5806152613        5.2878154978
      -26.2340133644        5.6114805996
      -25.8874114676        6.0684088031
      -25.5408095707        6.4112262720
      -25.1942076739        6.2893383893
      -24.8476057770        5.5817459042
      -24.5010038802        4.5906246128
      -24.1544019833        3.7754876888
      -23.8078000865        3.3911451336
      -23.4611981896        3.3944105862
      -23.1145962928        3.5331188888
      -22.7679943959        3.5438736957
      -22.4213924991        3.3199671861
      -22.0747906022        2.9089048820
      -21.7281887054        2.4615344974
      -21.3815868085        2.1245653810
      -21.0349849117        1.8793453402
      -20.6883830148        1.6462151728
      -20.3417811180        1.5184006236
      -19.9951792211        1.6224296365
      -19.6485773243        1.8418614549
      -19.3019754274        1.9242671949
      -18.9553735306        1.7716714895
      -18.6087716337        1.4655752503
      -18.2621697369        1.0917583079
      -17.9155678400        0.6968232143
      -17.5689659432        0.3562132889
      -17.2223640463        0.1422365035
      -16.8757621495        0.0629679841
      -16.5291602526        0.1020222379
      -16.1825583558        0.2704708211
      -15.8359564589        0.5608383031
      -15.4893545620        0.8750378021
      -15.1427526652        1.0736886630
      -14.7961507683        1.0875822088
      -14.4495488715        0.9586965147
      -14.1029469746        0.8635807049
      -13.7563450778        1.0546970634
      -13.4097431809        1.6250894626
      -13.0631412841        2.3952840532
      -12.7165393872        3.1420547249
      -12.3699374904        3.8106136679
